 ########################################
 #     RECTANGULAR load of type 50       
 #   degree,  order, & load (kg/m**2)    
  48   30 -.16795574E-47 0.96969291E-48
  48   31 -.23445589E-50 -.50279229E-50
  48   32 -.59034413E-51 0.21486769E-51
  48   33 0.35326067E-53 0.13183868E-52
  48   34 0.17894298E-54 -.31552476E-55
  48   35 -.12573962E-57 -.14372104E-56
  48   36 0.00000000E+00 0.00000000E+00
  48   37 0.18530796E-61 -.21180797E-60
  48   38 -.39088872E-62 -.68924229E-63
  48   39 -.11572382E-64 0.43188716E-64
  48   40 0.29528880E-66 0.10747634E-66
  48   41 0.18360280E-69 -.39373748E-69
  48   42 0.21281899E-70 0.12287110E-70
  48   43 0.24395923E-72 -.34840989E-72
  48   44 -.32781925E-74 -.27507301E-74
  48   45 -.19531567E-76 0.19531567E-76
  48   46 0.38095928E-79 0.45400960E-79
  48   47 -.10043861E-80 0.70327872E-81
  48   48 0.10399502E-82 0.18012466E-82
  49    0 0.43407625E+03 0.00000000E+00
  49    1 0.26961467E+00 -.30817097E+01
  49    2 0.27403009E+00 0.48318898E-01
  49    3 0.33559978E-03 -.12524754E-02
  49    4 0.37432959E-04 0.13624483E-04
  49    5 0.24586327E-07 -.52725548E-07
  49    6 -.64993380E-08 -.37523945E-08
  49    7 -.18061317E-09 0.25794234E-09
  49    8 -.14207633E-11 -.11921619E-11
  49    9 -.74560755E-13 0.74560755E-13
  49   10 0.14702510E-15 0.17521769E-15
  49   11 0.11943415E-16 -.83628693E-17
  49   12 -.45389576E-18 -.78617052E-18
  49   13 -.70997638E-20 0.33106742E-20
  49   14 -.38586557E-22 -.10601569E-21
  49   15 -.11422059E-23 0.30605315E-24
  49   16 -.44833093E-26 -.25426111E-25
  49   17 -.19222244E-26 0.16817284E-27
  49   18 0.00000000E+00 0.10123691E-27
  49   19 0.26637744E-29 0.23305006E-30
  49   20 0.45805501E-32 -.25977591E-31
  49   21 0.35771414E-33 0.95849214E-34
  49   22 0.62717438E-35 -.17231475E-34
  49   23 -.43363523E-36 -.20220743E-36
  49   24 -.58080054E-38 0.10059761E-37
  49   25 0.14350030E-39 0.10047999E-39
  49   26 -.13147220E-41 0.15668247E-41
  49   27 0.14754379E-42 0.14754379E-42
  49   28 0.49497094E-44 -.41532993E-44
  49   29 -.68315452E-46 -.97564576E-46
  49   30 -.10410623E-47 0.60105758E-48
  49   31 -.14964661E-50 -.32091820E-50
  49   32 -.38647573E-51 0.14066566E-51
  49   33 0.23645776E-53 0.88247237E-53
  49   34 0.12215283E-54 -.21538840E-55
  49   35 -.87353110E-58 -.99845062E-57
  49   36 0.00000000E+00 0.00000000E+00
  49   37 0.13266980E-61 -.15164227E-60
  49   38 -.28353029E-62 -.49994040E-63
  49   39 -.84950649E-65 0.31704014E-64
  49   40 0.21916936E-66 0.79771125E-67
  49   41 0.13767128E-69 -.29523702E-69
  49   42 0.16109807E-70 0.93010013E-71
  49   43 0.18630882E-72 -.26607657E-72
  49   44 -.25242787E-74 -.21181213E-74
  49   45 -.15156636E-76 0.15156636E-76
  49   46 0.29778684E-79 0.35488854E-79
  49   47 -.79050808E-81 0.55351972E-81
  49   48 0.82381742E-83 0.14268936E-82
  49   49 0.13943965E-84 -.65021775E-85
  50    0 0.26116980E+03 0.00000000E+00
  50    1 0.81827142E+00 -.93528851E+01
  50    2 0.15270007E+00 0.26925142E-01
  50    3 0.65213289E-03 -.24337931E-02
  50    4 0.17334550E-04 0.63092601E-05
  50    5 0.31008248E-07 -.66497402E-07
  50    6 -.16605709E-08 -.95873106E-09
  50    7 -.16340288E-09 0.23336349E-09
  50    8 0.12229515E-11 0.10261781E-11
  50    9 -.48819053E-13 0.48819053E-13
  50   10 0.21069396E-15 0.25109528E-15
  50   11 0.28954700E-17 -.20274299E-17
  50   12 -.35850775E-18 -.62095363E-18
  50   13 -.10942441E-19 0.51025441E-20
  50   14 -.69454160E-23 -.19082374E-22
  50   15 -.94148200E-24 0.25226934E-24
  50   16 -.43060587E-26 -.24420872E-25
  50   17 -.11231297E-26 0.98261113E-28
  50   18 0.00000000E+00 0.50103876E-28
  50   19 0.14874675E-29 0.13013655E-30
  50   20 0.29360161E-32 -.16650975E-31
  50   21 0.25510357E-33 0.68354796E-34
  50   22 0.45570475E-35 -.12520385E-34
  50   23 -.26825308E-36 -.12508846E-36
  50   24 -.29284322E-38 0.50721933E-38
  50   25 0.68932883E-40 0.48267325E-40
  50   26 -.65757850E-42 0.78367154E-42
  50   27 0.78112608E-43 0.78112608E-43
  50   28 0.27614025E-44 -.23170918E-44
  50   29 -.39853165E-46 -.56916219E-46
  50   30 -.63064014E-48 0.36410025E-48
  50   31 -.93600030E-51 -.20072591E-50
  50   32 -.24847763E-51 0.90438461E-52
  50   33 0.15571269E-53 0.58112768E-53
  50   34 0.82154406E-55 -.14486038E-55
  50   35 -.59860943E-58 -.68421371E-57
  50   36 0.00000000E+00 0.00000000E+00
  50   37 0.93868667E-62 -.10729238E-60
  50   38 -.20339396E-62 -.35863843E-63
  50   39 -.61713866E-65 0.23031928E-64
  50   40 0.16107583E-66 0.58626808E-67
  50   41 0.10226860E-69 -.21931572E-69
  50   42 0.12086448E-70 0.69781138E-71
  50   43 0.14107546E-72 -.20147664E-72
  50   44 -.19279622E-74 -.16177524E-74
  50   45 -.11669944E-76 0.11669944E-76
  50   46 0.23102658E-79 0.27532675E-79
  50   47 -.61767454E-81 0.43250037E-81
  50   48 0.64804600E-83 0.11224486E-82
  50   49 0.11038825E-84 -.51474887E-85
  50   50 -.25510522E-87 -.70089584E-87
  51    0 0.51124153E+02 0.00000000E+00
  51    1 0.85741133E+00 -.98002564E+01
  51    2 0.23166108E-01 0.40848099E-02
  51    3 0.61124803E-03 -.22812087E-02
  51    4 -.43208786E-06 -.15726712E-06
  51    5 0.24713902E-07 -.52999134E-07
  51    6 0.17013442E-08 0.98227155E-09
  51    7 -.10489986E-09 0.14981252E-09
  51    8 0.24515338E-11 0.20570811E-11
  51    9 -.20192376E-13 0.20192376E-13
  51   10 0.19562882E-15 0.23314135E-15
  51   11 -.34693885E-17 0.24292920E-17
  51   12 -.21448415E-18 -.37149745E-18
  51   13 -.11275536E-19 0.52578688E-20
  51   14 0.19279698E-22 0.52970535E-22
  51   15 -.56656952E-24 0.15181185E-24
  51   16 -.39207361E-26 -.22235599E-25
  51   17 -.88557884E-27 0.77478109E-28
  51   18 0.00000000E+00 0.26077706E-28
  51   19 0.77562022E-30 0.67857977E-31
  51   20 0.17440810E-32 -.98911750E-32
  51   21 0.17155338E-33 0.45967589E-34
  51   22 0.33135664E-35 -.91039488E-35
  51   23 -.18559377E-36 -.86543798E-37
  51   24 -.16409787E-38 0.28422585E-38
  51   25 0.33460325E-40 0.23429172E-40
  51   26 -.31921777E-42 0.38042892E-42
  51   27 0.39901199E-43 0.39901199E-43
  51   28 0.14908982E-44 -.12510121E-44
  51   29 -.22595317E-46 -.32269456E-46
  51   30 -.37268183E-48 0.21516795E-48
  51   31 -.57289084E-51 -.12285684E-50
  51   32 -.15671408E-51 0.57039259E-52
  51   33 0.10078824E-53 0.37614683E-53
  51   34 0.54396788E-55 -.95916214E-56
  51   35 -.40439049E-58 -.46222045E-57
  51   36 0.00000000E+00 0.00000000E+00
  51   37 0.65607308E-62 -.74989496E-61
  51   38 -.14424782E-62 -.25434782E-63
  51   39 -.44354112E-65 0.16553180E-64
  51   40 0.11718718E-66 0.42652645E-67
  51   41 0.75244193E-70 -.16136169E-69
  51   42 0.89855587E-71 0.51878148E-71
  51   43 0.10589901E-72 -.15123946E-72
  51   44 -.14603191E-74 -.12253532E-74
  51   45 -.89139975E-77 0.89139975E-77
  51   46 0.17786568E-79 0.21197206E-79
  51   47 -.47908327E-81 0.33545772E-81
  51   48 0.50616533E-83 0.87670407E-83
  51   49 0.86791232E-85 -.40471416E-85
  51   50 -.20182958E-87 -.55452223E-87
  51   51 -.15050863E-89 0.40328666E-90
  52    0 -.91706695E+02 0.00000000E+00
  52    1 0.49360665E+00 -.56419498E+01
  52    2 -.56366231E-01 -.99388873E-02
  52    3 0.33647447E-03 -.12557398E-02
  52    4 -.95932672E-05 -.34916637E-05
  52    5 0.12376984E-07 -.26542528E-07
  52    6 0.29110565E-08 0.16806992E-08
  52    7 -.39787681E-10 0.56822698E-10
  52    8 0.23912442E-11 0.20064921E-11
  52    9 0.15460520E-14 -.15460520E-14
  52   10 0.13477940E-15 0.16062384E-15
  52   11 -.63210411E-17 0.44260407E-17
  52   12 -.76643758E-19 -.13275088E-18
  52   13 -.90025699E-20 0.41979673E-20
  52   14 0.33425410E-22 0.91835560E-22
  52   15 -.16603219E-24 0.44488191E-25
  52   16 -.30075673E-26 -.17056762E-25
  52   17 -.79502056E-27 0.69555286E-28
  52   18 0.00000000E+00 0.16652056E-28
  52   19 0.39564262E-30 0.34614244E-31
  52   20 0.96283448E-33 -.54605057E-32
  52   21 0.10761140E-33 0.28834388E-34
  52   22 0.23141947E-35 -.63581977E-35
  52   23 -.13443288E-36 -.62687082E-37
  52   24 -.10478713E-38 0.18149662E-38
  52   25 0.17303760E-40 0.12116223E-40
  52   26 -.15308331E-42 0.18243759E-42
  52   27 0.19704472E-43 0.19704472E-43
  52   28 0.77758208E-45 -.65246884E-45
  52   29 -.12422264E-46 -.17740831E-46
  52   30 -.21442929E-48 0.12380081E-48
  52   31 -.34257413E-51 -.73465258E-51
  52   32 -.96833310E-52 0.35244443E-52
  52   33 0.64056341E-54 0.23906152E-53
  52   34 0.35429654E-55 -.62472038E-56
  52   35 -.26912387E-58 -.30760999E-57
  52   36 0.00000000E+00 0.00000000E+00
  52   37 0.45275086E-62 -.51749660E-61
  52   38 -.10109678E-62 -.17826090E-63
  52   39 -.31526074E-65 0.11765691E-64
  52   40 0.84372241E-67 0.30708985E-67
  52   41 0.54817989E-70 -.11755756E-69
  52   42 0.66180717E-71 0.38209455E-71
  52   43 0.78789535E-73 -.11252312E-72
  52   44 -.10967533E-74 -.92028526E-75
  52   45 -.67537736E-77 0.67537736E-77
  52   46 0.13587389E-79 0.16192820E-79
  52   47 -.36881324E-81 0.25824581E-81
  52   48 0.39250256E-83 0.67983437E-83
  52   49 0.67764453E-85 -.31599083E-85
  52   50 -.15860773E-87 -.43577115E-87
  52   51 -.11900519E-89 0.31887343E-90
  52   52 -.21690637E-92 -.12301372E-91
  53    0 -.10652531E+03 0.00000000E+00
  53    1 0.55969014E-02 -.63972875E-01
  53    2 -.60763492E-01 -.10714243E-01
  53    3 0.26054459E-04 -.97236565E-04
  53    4 -.90037341E-05 -.32770912E-05
  53    5 0.12371008E-08 -.26529711E-08
  53    6 0.23114269E-08 0.13345029E-08
  53    7 0.58656852E-11 -.83770666E-11
  53    8 0.15719635E-11 0.13190340E-11
  53    9 0.12221959E-13 -.12221959E-13
  53   10 0.64425811E-16 0.76779692E-16
  53   11 -.62036047E-17 0.43438108E-17
  53   12 0.20024514E-19 0.34683476E-19
  53   13 -.55965943E-20 0.26097348E-20
  53   14 0.35193452E-22 0.96693215E-22
  53   15 0.14055614E-24 -.37661904E-25
  53   16 -.17973490E-26 -.10193273E-25
  53   17 -.67477062E-27 0.59034779E-28
  53   18 0.00000000E+00 0.13339342E-28
  53   19 0.21976350E-30 0.19226815E-31
  53   20 0.50386186E-33 -.28575426E-32
  53   21 0.62793900E-34 0.16825575E-34
  53   22 0.15219345E-35 -.41814806E-35
  53   23 -.96197996E-37 -.44857862E-37
  53   24 -.73367321E-39 0.12707593E-38
  53   25 0.10049328E-40 0.70366149E-41
  53   26 -.75275072E-43 0.89709338E-43
  53   27 0.94918673E-44 0.94918673E-44
  53   28 0.39167674E-45 -.32865581E-45
  53   29 -.66082958E-47 -.94376244E-47
  53   30 -.11986255E-48 0.69202677E-49
  53   31 -.19977249E-51 -.42841349E-51
  53   32 -.58533190E-52 0.21304339E-52
  53   33 0.39927469E-54 0.14901134E-53
  53   34 0.22677821E-55 -.39987117E-56
  53   35 -.17630428E-58 -.20151672E-57
  53   36 0.00000000E+00 0.00000000E+00
  53   37 0.30832716E-62 -.35241956E-61
  53   38 -.69988775E-63 -.12340909E-63
  53   39 -.22152656E-65 0.82674838E-65
  53   40 0.60096237E-67 0.21873242E-67
  53   41 0.39533951E-70 -.84780831E-70
  53   42 0.48278216E-71 0.27873441E-71
  53   43 0.58088206E-73 -.82958556E-73
  53   44 -.81658194E-75 -.68519361E-75
  53   45 -.50747880E-77 0.50747880E-77
  53   46 0.10297429E-79 0.12271997E-79
  53   47 -.28176585E-81 0.19729457E-81
  53   48 0.30213727E-83 0.52331710E-83
  53   49 0.52535701E-85 -.24497800E-85
  53   50 -.12379296E-87 -.34011835E-87
  53   51 -.93475942E-90 0.25046803E-90
  53   52 -.17140574E-92 -.97209028E-92
  53   53 -.17744526E-93 0.15524449E-94
  54    0 -.26902699E+01 0.00000000E+00
  54    1 -.30156360E+00 0.34468877E+01
  54    2 -.48804790E-02 -.86056013E-03
  54    3 -.14604831E-03 0.54505971E-03
  54    4 -.20857946E-05 -.75916716E-06
  54    5 -.39651707E-08 0.85033360E-08
  54    6 0.86296316E-09 0.49823202E-09
  54    7 0.21911766E-10 -.31293246E-10
  54    8 0.61273213E-12 0.51414330E-12
  54    9 0.12920877E-13 -.12920877E-13
  54   10 0.10769219E-16 0.12834255E-16
  54   11 -.43896762E-17 0.30736843E-17
  54   12 0.65383011E-19 0.11324670E-18
  54   13 -.23819980E-20 0.11107439E-20
  54   14 0.28380989E-22 0.77976126E-22
  54   15 0.30171839E-24 -.80845199E-25
  54   16 -.64940451E-27 -.36829560E-26
  54   17 -.49591654E-27 0.43387075E-28
  54   18 0.00000000E+00 0.11500305E-28
  54   19 0.14906171E-30 0.13041210E-31
  54   20 0.26485271E-33 -.15020544E-32
  54   21 0.34322934E-34 0.91968025E-35
  54   22 0.93499011E-36 -.25688642E-35
  54   23 -.65783359E-37 -.30675284E-37
  54   24 -.52770608E-39 0.91401374E-39
  54   25 0.65902912E-41 0.46145716E-41
  54   26 -.40096282E-43 0.47784888E-43
  54   27 0.45630113E-44 0.45630113E-44
  54   28 0.19126612E-45 -.16049133E-45
  54   29 -.33970628E-47 -.48515085E-47
  54   30 -.64951237E-49 0.37499614E-49
  54   31 -.11338193E-51 -.24314834E-51
  54   32 -.34555879E-52 0.12577311E-52
  54   33 0.24375937E-54 0.90972234E-54
  54   34 0.14249914E-55 -.25126444E-56
  54   35 -.11359429E-58 -.12983887E-57
  54   36 0.00000000E+00 0.00000000E+00
  54   37 0.20708754E-62 -.23670214E-61
  54   38 -.47837455E-63 -.84350340E-64
  54   39 -.15382259E-65 0.57407373E-65
  54   40 0.42331931E-67 0.15407563E-67
  54   41 0.28215043E-70 -.60507355E-70
  54   42 0.34872924E-71 0.20133892E-71
  54   43 0.42427640E-73 -.60592950E-73
  54   44 -.60260291E-75 -.50564388E-75
  54   45 -.37810120E-77 0.37810120E-77
  54   46 0.77410631E-80 0.92254397E-80
  54   47 -.21359660E-81 0.14956195E-81
  54   48 0.23084588E-83 0.39983678E-83
  54   49 0.40437438E-85 -.18856287E-85
  54   50 -.95952114E-88 -.26362627E-87
  54   51 -.72932753E-90 0.19542272E-90
  54   52 -.13457403E-92 -.76320727E-92
  54   53 -.14014419E-93 0.12261028E-94
  54   54 0.00000000E+00 0.12711198E-95
  55    0 0.14774051E+03 0.00000000E+00
  55    1 -.24394800E+00 0.27883384E+01
  55    2 0.68139915E-01 0.12014906E-01
  55    3 -.10425187E-03 0.38907327E-03
  55    4 0.55497834E-05 0.20199560E-05
  55    5 -.23901317E-08 0.51256539E-08
  55    6 -.40343841E-09 -.23292528E-09
  55    7 0.13421275E-10 -.19167567E-10
  55    8 -.34487103E-13 -.28938115E-13
  55    9 0.78704142E-14 -.78704142E-14
  55   10 -.15569942E-16 -.18555534E-16
  55   11 -.22032772E-17 0.15427513E-17
  55   12 0.68727775E-19 0.11904000E-18
  55   13 -.14443506E-21 0.67351173E-22
  55   14 0.18061740E-22 0.49624224E-22
  55   15 0.32837948E-24 -.87989017E-25
  55   16 0.18022508E-27 0.10221072E-26
  55   17 -.29538632E-27 0.25842955E-28
  55   18 0.00000000E+00 0.93294469E-29
  55   19 0.12019111E-30 0.10515360E-31
  55   20 0.15549591E-33 -.88186112E-33
  55   21 0.18064117E-34 0.48402655E-35
  55   22 0.53654846E-36 -.14741548E-35
  55   23 -.42329031E-37 -.19738352E-37
  55   24 -.37112236E-39 0.64280279E-39
  55   25 0.46425984E-41 0.32507824E-41
  55   26 -.24105137E-43 0.28727384E-43
  55   27 0.22850046E-44 0.22850046E-44
  55   28 0.91689570E-46 -.76936684E-46
  55   29 -.16889673E-47 -.24120953E-47
  55   30 -.34055597E-49 0.19662008E-49
  55   31 -.62496328E-52 -.13402381E-51
  55   32 -.19887551E-52 0.72384767E-53
  55   33 0.14553816E-54 0.54315583E-54
  55   34 0.87795829E-56 -.15480773E-56
  55   35 -.71913200E-59 -.82197164E-58
  55   36 0.00000000E+00 0.00000000E+00
  55   37 0.13708838E-62 -.15669273E-61
  55   38 -.32264032E-63 -.56890194E-64
  55   39 -.10550004E-65 0.39373151E-65
  55   40 0.29477571E-67 0.10728959E-67
  55   41 0.19920879E-70 -.42720463E-70
  55   42 0.24935413E-71 0.14396468E-71
  55   43 0.30693135E-73 -.43834340E-73
  55   44 -.44066330E-75 -.36976041E-75
  55   45 -.27927495E-77 0.27927495E-77
  55   46 0.57713340E-80 0.68780080E-80
  55   47 -.16064137E-81 0.11248230E-81
  55   48 0.17503951E-83 0.30317733E-83
  55   49 0.30898369E-85 -.14408146E-85
  55   50 -.73850235E-88 -.20290185E-87
  55   51 -.56518492E-90 0.15144084E-90
  55   52 -.10496404E-92 -.59528067E-92
  55   53 -.10998160E-93 0.96221428E-95
  55   54 0.00000000E+00 0.10033752E-95
  55   55 0.59551872E-98 0.52101137E-99
  56    0 0.24721683E+03 0.00000000E+00
  56    1 0.15949567E+00 -.18230439E+01
  56    2 0.11018155E+00 0.19427979E-01
  56    3 0.10804971E-03 -.40324701E-03
  56    4 0.90041334E-05 0.32772365E-05
  56    5 0.34027280E-08 -.72971737E-08
  56    6 -.83152911E-09 -.48008356E-09
  56    7 -.57125977E-11 0.81584351E-11
  56    8 -.20398608E-12 -.17116464E-12
  56    9 0.18492285E-14 -.18492285E-14
  56   10 -.17767314E-16 -.21174260E-16
  56   11 -.55855374E-18 0.39110354E-18
  56   12 0.48677654E-19 0.84312171E-19
  56   13 0.92713657E-21 -.43233088E-21
  56   14 0.84383503E-23 0.23184177E-22
  56   15 0.26721824E-24 -.71600911E-25
  56   16 0.60874045E-27 0.34523387E-26
  56   17 -.11998950E-27 0.10497721E-28
  56   18 0.00000000E+00 0.66548936E-29
  56   19 0.10062619E-30 0.88036505E-32
  56   20 0.11009059E-33 -.62435475E-33
  56   21 0.97889384E-35 0.26229381E-35
  56   22 0.29090878E-36 -.79926531E-36
  56   23 -.25489792E-37 -.11886085E-37
  56   24 -.24848820E-39 0.43039418E-39
  56   25 0.33054751E-41 0.23145186E-41
  56   26 -.16141227E-43 0.19236365E-43
  56   27 0.12573302E-44 0.12573302E-44
  56   28 0.44389000E-46 -.37246793E-46
  56   29 -.81710713E-48 -.11669499E-47
  56   30 -.17265620E-49 0.99683102E-50
  56   31 -.33386873E-52 -.71598379E-52
  56   32 -.11135404E-52 0.40529556E-53
  56   33 0.84836619E-55 0.31661457E-54
  56   34 0.52965230E-56 -.93391991E-57
  56   35 -.44682700E-59 -.51072560E-58
  56   36 0.00000000E+00 0.00000000E+00
  56   37 0.89378453E-63 -.10216004E-61
  56   38 -.21459313E-63 -.37838559E-64
  56   39 -.71433491E-66 0.26659342E-65
  56   40 0.20282933E-67 0.73823841E-68
  56   41 0.13908924E-70 -.29827784E-70
  56   42 0.17644039E-71 0.10186791E-71
  56   43 0.21985963E-73 -.31399209E-73
  56   44 -.31924363E-75 -.26787721E-75
  56   45 -.20445505E-77 0.20445505E-77
  56   46 0.42665261E-80 0.50846478E-80
  56   47 -.11984103E-81 0.83913589E-82
  56   48 0.13169882E-83 0.22810906E-83
  56   49 0.23434337E-85 -.10927611E-85
  56   50 -.56433392E-88 -.15504947E-87
  56   51 -.43496773E-90 0.11654925E-90
  56   52 -.81324425E-93 -.46121373E-92
  56   53 -.85755285E-94 0.75026153E-95
  56   54 0.00000000E+00 0.78708928E-96
  56   55 0.46983634E-98 0.41105354E-99
  56   56 0.24446515-101 -.13864308-100
  57    0 0.22158950E+03 0.00000000E+00
  57    1 0.70464540E+00 -.80541338E+01
  57    2 0.91606889E-01 0.16152766E-01
  57    3 0.36350947E-03 -.13566358E-02
  57    4 0.62031466E-05 0.22577607E-05
  57    5 0.92848938E-08 -.19911519E-07
  57    6 -.32834516E-09 -.18957016E-09
  57    7 -.20956032E-10 0.29928315E-10
  57    8 0.79524644E-14 0.66729099E-14
  57    9 -.17911225E-14 0.17911225E-14
  57   10 -.67175076E-17 -.80056138E-17
  57   11 0.19945111E-18 -.13965717E-18
  57   12 0.23561937E-19 0.40810473E-19
  57   13 0.10754357E-20 -.50148390E-21
  57   14 0.18281912E-23 0.50229140E-23
  57   15 0.17211237E-24 -.46117371E-25
  57   16 0.69543088E-27 0.39439845E-26
  57   17 0.12481115E-29 -.10919561E-30
  57   18 0.00000000E+00 0.39528293E-29
  57   19 0.78949512E-31 0.69071873E-32
  57   20 0.88849284E-34 -.50388933E-33
  57   21 0.60294663E-35 0.16155906E-35
  57   22 0.15437445E-36 -.42414032E-36
  57   23 -.14404137E-37 -.67167593E-38
  57   24 -.15652862E-39 0.27111553E-39
  57   25 0.22824944E-41 0.15982198E-41
  57   26 -.11382480E-43 0.13565111E-43
  57   27 0.78019600E-45 0.78019600E-45
  57   28 0.22749856E-46 -.19089395E-46
  57   29 -.39113406E-48 -.55859732E-48
  57   30 -.84830917E-50 0.48977153E-50
  57   31 -.17260628E-52 -.37015535E-52
  57   32 -.60533480E-53 0.22032385E-53
  57   33 0.48191146E-55 0.17985181E-54
  57   34 0.31238609E-56 -.55082095E-57
  57   35 -.27214864E-59 -.31106731E-58
  57   36 0.00000000E+00 0.00000000E+00
  57   37 0.57344636E-63 -.65545219E-62
  57   38 -.14065812E-63 -.24801822E-64
  57   39 -.47722409E-66 0.17810245E-65
  57   40 0.13784106E-67 0.50170041E-68
  57   41 0.95997547E-71 -.20586740E-70
  57   42 0.12350428E-71 0.71305227E-72
  57   43 0.15589469E-73 -.22264069E-73
  57   44 -.22906771E-75 -.19221063E-75
  57   45 -.14832222E-77 0.14832222E-77
  57   46 0.31268539E-80 0.37264393E-80
  57   47 -.88666793E-82 0.62085157E-82
  57   48 0.98308352E-84 0.17027506E-83
  57   49 0.17638970E-85 -.82251866E-86
  57   50 -.42810658E-88 -.11762132E-87
  57   51 -.33240845E-90 0.89068575E-91
  57   52 -.62583159E-93 -.35492673E-92
  57   53 -.66428865E-94 0.58117726E-95
  57   54 0.00000000E+00 0.61352361E-96
  57   55 0.36840826E-98 0.32231547E-99
  57   56 0.19277476-101 -.10932800-100
  57   57 0.57040792-103 0.15284034-103
  58    0 0.57488675E+02 0.00000000E+00
  58    1 0.11061541E+01 -.12643399E+02
  58    2 0.14319289E-01 0.25248770E-02
  58    3 0.51937707E-03 -.19383416E-02
  58    4 -.15535785E-05 -.56545634E-06
  58    5 0.11708494E-07 -.25108946E-07
  58    6 0.72291758E-09 0.41737666E-09
  58    7 -.23460877E-10 0.33505605E-10
  58    8 0.36180750E-12 0.30359254E-12
  58    9 -.19499841E-14 0.19499841E-14
  58   10 0.57776015E-17 0.68854774E-17
  58   11 0.20011935E-18 -.14012508E-18
  58   12 0.54202583E-20 0.93881628E-20
  58   13 0.72808020E-21 -.33950937E-21
  58   14 -.13297660E-23 -.36535020E-23
  58   15 0.84481375E-25 -.22636716E-25
  58   16 0.57054324E-27 0.32357115E-26
  58   17 0.63026917E-28 -.55141407E-29
  58   18 0.00000000E+00 0.17289356E-29
  58   19 0.55016870E-31 0.48133524E-32
  58   20 0.72620868E-34 -.41185341E-33
  58   21 0.44027647E-35 0.11797173E-35
  58   22 0.86300401E-37 -.23710840E-36
  58   23 -.77638157E-38 -.36203267E-38
  58   24 -.92479812E-40 0.16017973E-39
  58   25 0.14965429E-41 0.10478906E-41
  58   26 -.80024588E-44 0.95369590E-44
  58   27 0.53029358E-45 0.53029358E-45
  58   28 0.12948057E-46 -.10864710E-46
  58   29 -.19163462E-48 -.27368260E-48
  58   30 -.40752260E-50 0.23528328E-50
  58   31 -.86368419E-53 -.18521767E-52
  58   32 -.31889128E-53 0.11606693E-53
  58   33 0.26623146E-55 0.99358932E-55
  58   34 0.17981520E-56 -.31706272E-57
  58   35 -.16225421E-59 -.18545742E-58
  58   36 0.00000000E+00 0.00000000E+00
  58   37 0.36172470E-63 -.41345322E-62
  58   38 -.90789569E-64 -.16008651E-64
  58   39 -.31436992E-66 0.11732445E-65
  58   40 0.92471216E-68 0.33656770E-68
  58   41 0.65465872E-71 -.14039202E-70
  58   42 0.85487675E-72 0.49356332E-72
  58   43 0.10938472E-73 -.15621757E-73
  58   44 -.16274533E-75 -.13655954E-75
  58   45 -.10659809E-77 0.10659809E-77
  58   46 0.22713345E-80 0.27068711E-80
  58   47 -.65048937E-82 0.45547756E-82
  58   48 0.72792615E-84 0.12608051E-83
  58   49 0.13174399E-85 -.61433233E-86
  58   50 -.32235891E-88 -.88567382E-88
  58   51 -.25222153E-90 0.67582556E-91
  58   52 -.47830150E-93 -.27125826E-92
  58   53 -.51116859E-94 0.44721457E-95
  58   54 0.00000000E+00 0.47516621E-96
  58   55 0.28708309E-98 0.25116516E-99
  58   56 0.15109882-101 -.85692398-101
  58   57 0.44958114-103 0.12046490-103
  58   58 0.32574153-105 -.89496750-105
  59    0 -.18930375E+03 0.00000000E+00
  59    1 0.11358765E+01 -.12983128E+02
  59    2 -.90592842E-01 -.15973962E-01
  59    3 0.48560302E-03 -.18122951E-02
  59    4 -.10608531E-04 -.38611893E-05
  59    5 0.92195156E-08 -.19771315E-07
  59    6 0.17310997E-08 0.99945090E-09
  59    7 -.12492720E-10 0.17841454E-10
  59    8 0.61667185E-12 0.51744912E-12
  59    9 0.51268543E-15 -.51268543E-15
  59   10 0.11864670E-16 0.14139763E-16
  59   11 -.18111076E-18 0.12681512E-18
  59   12 -.16328864E-20 -.28282422E-20
  59   13 0.28334557E-21 -.13212621E-21
  59   14 -.18542857E-23 -.50946080E-23
  59   15 0.25527921E-25 -.68401858E-26
  59   16 0.36804541E-27 0.20872893E-26
  59   17 0.77481964E-28 -.67787935E-29
  59   18 0.00000000E+00 0.24713278E-30
  59   19 0.32570014E-31 0.28495070E-32
  59   20 0.55449665E-34 -.31447068E-33
  59   21 0.35425692E-35 0.94922855E-36
  59   22 0.55419714E-37 -.15226441E-36
  59   23 -.41662619E-38 -.19427598E-38
  59   24 -.51542318E-40 0.89273914E-40
  59   25 0.92345057E-42 0.64660705E-42
  59   26 -.54221761E-44 0.64618978E-44
  59   27 0.37271054E-45 0.37271054E-45
  59   28 0.82578044E-47 -.69291206E-47
  59   29 -.10094374E-48 -.14416260E-48
  59   30 -.19554837E-50 0.11289990E-50
  59   31 -.41997360E-53 -.90063629E-53
  59   32 -.16263237E-53 0.59193340E-54
  59   33 0.14275803E-55 0.53278021E-55
  59   34 0.10082675E-56 -.17778476E-57
  59   35 -.94541134E-60 -.10806101E-58
  59   36 0.00000000E+00 0.00000000E+00
  59   37 0.22409669E-63 -.25614369E-62
  59   38 -.57657974E-64 -.10166657E-64
  59   39 -.20405779E-66 0.76155404E-66
  59   40 0.61201369E-68 0.22275476E-68
  59   41 0.44090468E-71 -.94552313E-71
  59   42 0.58489963E-72 0.33769196E-72
