 ########################################
 #     RECTANGULAR load of type 50       
 #   degree,  order, & load (kg/m**2)    
  69   12 -.55280218E-20 -.95748146E-20
  69   13 -.59813444E-22 0.27891467E-22
  69   14 -.49223260E-24 -.13523979E-23
  69   15 -.84330295E-26 0.22596234E-26
  69   16 -.30071286E-29 -.17054274E-28
  69   17 0.42148093E-29 -.36874803E-30
  69   18 0.00000000E+00 -.73493300E-31
  69   19 -.25120569E-33 -.21977650E-34
  69   20 0.74610428E-37 -.42313676E-36
  69   21 -.27642300E-38 -.74067320E-39
  69   22 0.65947048E-40 -.18118803E-39
  69   23 -.44018001E-40 -.20525931E-40
  69   24 -.72244195E-42 0.12513062E-41
  69   25 0.11552493E-43 0.80891430E-44
  69   26 -.53459833E-46 0.63710948E-46
  69   27 0.29129314E-47 0.29129314E-47
  69   28 0.61298588E-49 -.51435623E-49
  69   29 -.80724589E-51 -.11528666E-50
  69   30 -.13846454E-52 0.79942541E-53
  69   31 -.21304427E-55 -.45687490E-55
  69   32 -.53227372E-56 0.19373179E-56
  69   33 0.29340055E-58 0.10949858E-57
  69   34 0.14251449E-59 -.25129150E-60
  69   35 -.12080485E-62 -.13808057E-61
  69   36 0.00000000E+00 0.00000000E+00
  69   37 0.51109756E-66 -.58418718E-65
  69   38 -.19184344E-66 -.33827175E-67
  69   39 -.95708108E-69 0.35718752E-68
  69   40 0.38810208E-70 0.14125761E-70
  69   41 0.36402019E-73 -.78064382E-73
  69   42 0.60905586E-74 0.35163857E-74
  69   43 0.97121171E-76 -.13870341E-75
  69   44 -.17598478E-77 -.14766876E-77
  69   45 -.13770959E-79 0.13770959E-79
  69   46 0.34489080E-82 0.41102485E-82
  69   47 -.11449908E-83 0.80173119E-84
  69   48 0.14676517E-85 0.25420473E-85
  69   49 0.30111666E-87 -.14041301E-87
  69   50 -.82768927E-90 -.22740576E-89
  69   51 -.72169733E-92 0.19337822E-92
  69   52 -.15143719E-94 -.85884296E-94
  69   53 -.17794923E-95 0.15568540E-96
  69   54 0.00000000E+00 0.18084394E-97
  69   55 0.11883928E-99 0.10397090-100
  69   56 0.67714930-103 -.38403045-102
  69   57 0.21720092-104 0.58198811-105
  69   58 0.16899570-106 -.46431187-106
  69   59 -.42163036-108 -.19660947-108
  69   60 -.14289601-110 0.24750315-110
  69   61 0.78858581-113 0.55217373-113
  69   62 -.17156085-115 0.20445826-115
  69   63 0.50724573-117 0.50724573-117
  69   64 0.49444899-119 -.41489196-119
  69   65 -.21558010-121 -.30788029-121
  69   66 -.11134427-123 0.64284645-124
  69   67 -.57579061-127 -.12347869-126
  69   68 -.56307785-128 0.20494358-128
  69   69 0.13639359-130 0.50902779-130
  70    0 -.78709875E+02 0.00000000E+00
  70    1 0.31477152E+00 -.35978550E+01
  70    2 -.26113266E-01 -.46044734E-02
  70    3 0.11566830E-03 -.43167999E-03
  70    4 -.22497143E-05 -.81882903E-06
  70    5 0.23300920E-08 -.49968985E-08
  70    6 0.33597701E-09 0.19397642E-09
  70    7 -.48268143E-11 0.68934053E-11
  70    8 0.14487045E-12 0.12156075E-12
  70    9 -.44652520E-15 0.44652520E-15
  70   10 0.51154180E-17 0.60963177E-17
  70   11 -.50635886E-19 0.35455629E-19
  70   12 -.36776865E-20 -.63699399E-20
  70   13 -.98745807E-22 0.46045926E-22
  70   14 -.16890040E-24 -.46405004E-24
  70   15 -.72801443E-26 0.19507088E-26
  70   16 -.12978699E-28 -.73605860E-28
  70   17 0.21160531E-29 -.18513066E-30
  70   18 0.00000000E+00 -.70153865E-31
  70   19 -.45166321E-33 -.39515410E-34
  70   20 0.26388939E-37 -.14965911E-36
  70   21 0.73549725E-38 0.19707589E-38
  70   22 0.46935142E-40 -.12895324E-39
  70   23 -.16741212E-40 -.78065552E-41
  70   24 -.37162326E-42 0.64367037E-42
  70   25 0.72812716E-44 0.50984013E-44
  70   26 -.38892990E-46 0.46350860E-46
  70   27 0.22309855E-47 0.22309855E-47
  70   28 0.41067657E-49 -.34459856E-49
  70   29 -.44820209E-51 -.64009892E-51
  70   30 -.75142363E-53 0.43383464E-53
  70   31 -.12424650E-55 -.26644748E-55
  70   32 -.33815305E-56 0.12307765E-56
  70   33 0.19758148E-58 0.73738414E-58
  70   34 0.93785847E-60 -.16536975E-60
  70   35 -.69092508E-63 -.78973098E-62
  70   36 0.00000000E+00 0.00000000E+00
  70   37 0.24344917E-66 -.27826367E-65
  70   38 -.93813171E-67 -.16541793E-67
  70   39 -.48931882E-69 0.18261627E-68
  70   40 0.20743695E-70 0.75500874E-71
  70   41 0.20244865E-73 -.43415253E-73
  70   42 0.35063468E-74 0.20243903E-74
  70   43 0.57616300E-76 -.82284605E-76
  70   44 -.10717573E-77 -.89931112E-78
  70   45 -.85827188E-80 0.85827188E-80
  70   46 0.21941674E-82 0.26149069E-82
  70   47 -.74198471E-84 0.51954329E-84
  70   48 0.96704709E-86 0.16749747E-85
  70   49 0.20143579E-87 -.93931051E-88
  70   50 -.56141888E-90 -.15424857E-89
  70   51 -.49580409E-92 0.13285031E-92
  70   52 -.10526964E-94 -.59701382E-94
  70   53 -.12505886E-95 0.10941233E-96
  70   54 0.00000000E+00 0.12839419E-97
  70   55 0.85179686-100 0.74522569-101
  70   56 0.48970823-103 -.27772734-102
  70   57 0.15840181-104 0.42443638-105
  70   58 0.12422552-106 -.34130680-106
  70   59 -.31225858-108 -.14560857-108
  70   60 -.10658048-110 0.18460280-110
  70   61 0.59213966-113 0.41462065-113
  70   62 -.12964827-115 0.15450879-115
  70   63 0.38566265-117 0.38566265-117
  70   64 0.37811937-119 -.31727982-119
  70   65 -.16577581-121 -.23675239-121
  70   66 -.86075675-124 0.49695814-124
  70   67 -.44738317-127 -.95941630-127
  70   68 -.43963789-128 0.16001511-128
  70   69 0.10699103-130 0.39929597-130
  70   70 0.22859466-132 -.40307405-133
  71    0 -.91824280E+02 0.00000000E+00
  71    1 0.19481153E-02 -.22267060E-01
  71    2 -.28794978E-01 -.50773316E-02
  71    3 0.69795356E-05 -.26047981E-04
  71    4 -.22286706E-05 -.81116976E-06
  71    5 0.23458401E-09 -.50306703E-09
  71    6 0.29058434E-09 0.16776895E-09
  71    7 -.87791014E-13 0.12537856E-12
  71    8 0.10812010E-12 0.90723532E-13
  71    9 0.30009672E-15 -.30009672E-15
  71   10 0.31769319E-17 0.37861200E-17
  71   11 -.11470223E-18 0.80315365E-19
  71   12 -.15784456E-20 -.27339479E-20
  71   13 -.95282138E-22 0.44430790E-22
  71   14 0.72052401E-25 0.19796234E-24
  71   15 -.47633152E-26 0.12763265E-26
  71   16 -.16562637E-28 -.93931383E-28
  71   17 0.14913076E-30 -.13047251E-31
  71   18 0.00000000E+00 -.52344495E-31
  71   19 -.55325882E-33 -.48403875E-34
  71   20 -.12793188E-36 0.72553776E-36
  71   21 0.89289072E-38 0.23924935E-38
  71   22 0.11459369E-39 -.31484357E-39
  71   23 -.72458331E-41 -.33787875E-41
  71   24 -.17200932E-42 0.29792889E-42
  71   25 0.41689099E-44 0.29191022E-44
  71   26 -.26290327E-46 0.31331591E-46
  71   27 0.16819503E-47 0.16819503E-47
  71   28 0.30309415E-49 -.25432619E-49
  71   29 -.27300762E-51 -.38989529E-51
  71   30 -.40502915E-53 0.23384369E-53
  71   31 -.69057418E-56 -.14809411E-55
  71   32 -.20414326E-56 0.74302070E-57
  71   33 0.12897046E-58 0.48132433E-58
  71   34 0.63235524E-60 -.11150129E-60
  71   35 -.43353270E-63 -.49553014E-62
  71   36 0.00000000E+00 0.00000000E+00
  71   37 0.11729738E-66 -.13407152E-65
  71   38 -.44928760E-67 -.79221525E-68
  71   39 -.24311171E-69 0.90730527E-69
  71   40 0.10782352E-70 0.39244551E-71
  71   41 0.10979889E-73 -.23546449E-73
  71   42 0.19742592E-74 0.11398391E-74
  71   43 0.33514250E-76 -.47863310E-76
  71   44 -.64134183E-78 -.53814970E-78
  71   45 -.52652205E-80 0.52652205E-80
  71   46 0.13759981E-82 0.16398507E-82
  71   47 -.47454030E-84 0.33227670E-84
  71   48 0.62950676E-86 0.10903377E-85
  71   49 0.13324287E-87 -.62132170E-88
  71   50 -.37682245E-90 -.10353112E-89
  71   51 -.33726938E-92 0.90371058E-93
  71   52 -.72499029E-95 -.41116242E-94
  71   53 -.87118176E-96 0.76218528E-97
  71   54 0.00000000E+00 0.90397397E-98
  71   55 0.60569494-100 0.52991440-101
  71   56 0.35146945-103 -.19932823-102
  71   57 0.11468227-104 0.30729021-105
  71   58 0.90679928-107 -.24914105-106
  71   59 -.22970926-108 -.10711519-108
  71   60 -.78981161-111 0.13679938-110
  71   61 0.44186110-113 0.30939447-113
  71   62 -.97385047-116 0.11605898-115
  71   63 0.29151283-117 0.29151283-117
  71   64 0.28752472-119 -.24126188-119
  71   65 -.12677834-121 -.18105823-121
  71   66 -.66186925-124 0.38213039-124
  71   67 -.34580987-127 -.74159166-127
  71   68 -.34152621-128 0.12430537-128
  71   69 0.83513958-131 0.31167833-130
  71   70 0.17925775-132 -.31607977-133
  71   71 -.55133336-136 -.63017692-135
  72    0 -.20660999E+01 0.00000000E+00
  72    1 -.19836049E+00 0.22672708E+01
  72    2 -.18905396E-02 -.33335314E-03
  72    3 -.56244444E-04 0.20990712E-03
  72    4 -.41992576E-06 -.15284048E-06
  72    5 -.83583496E-09 0.17924539E-08
  72    6 0.96109641E-10 0.55488927E-10
  72    7 0.19364224E-11 -.27654978E-11
  72    8 0.43482054E-13 0.36485775E-13
  72    9 0.51981416E-15 -.51981416E-15
  72   10 0.11153391E-17 0.13292094E-17
  72   11 -.10948910E-18 0.76665095E-19
  72   12 0.17694318E-23 0.30647458E-23
  72   13 -.66414504E-22 0.30969592E-22
  72   14 0.18989917E-24 0.52174368E-24
  72   15 -.20671472E-26 0.55389042E-27
  72   16 -.14789106E-28 -.83873190E-28
  72   17 -.11677652E-29 0.10216621E-30
  72   18 0.00000000E+00 -.28472093E-31
  72   19 -.52160695E-33 -.45634695E-34
  72   20 -.27023255E-36 0.15325649E-35
  72   21 0.41050533E-38 0.10999457E-38
  72   22 0.14994687E-39 -.41197565E-39
  72   23 -.58114945E-41 -.27099444E-41
  72   24 -.77645023E-43 0.13448513E-42
  72   25 0.21705121E-44 0.15198089E-44
  72   26 -.16331931E-46 0.19463638E-46
  72   27 0.12011538E-47 0.12011538E-47
  72   28 0.23072939E-49 -.19360495E-49
  72   29 -.18718095E-51 -.26732211E-51
  72   30 -.22879751E-53 0.13209631E-53
  72   31 -.37215883E-56 -.79809718E-56
  72   32 -.11704856E-56 0.42602191E-57
  72   33 0.80448447E-59 0.30023769E-58
  72   34 0.42072024E-60 -.74184330E-61
  72   35 -.28746881E-63 -.32857835E-62
  72   36 0.00000000E+00 0.00000000E+00
  72   37 0.59302762E-67 -.67783368E-66
  72   38 -.21400738E-67 -.37735276E-68
  72   39 -.11775823E-69 0.43947968E-69
  72   40 0.54466221E-71 0.19824083E-71
  72   41 0.57980824E-74 -.12434028E-73
  72   42 0.10854546E-74 0.62668750E-75
  72   43 0.19088174E-76 -.27260737E-76
  72   44 -.37666315E-78 -.31605791E-78
  72   45 -.31763293E-80 0.31763293E-80
  72   46 0.84993082E-83 0.10129081E-82
  72   47 -.29933064E-84 0.20959357E-84
  72   48 0.40461453E-86 0.70081292E-86
  72   49 0.87107046E-88 -.40618683E-88
  72   50 -.25017410E-90 -.68734769E-90
  72   51 -.22709371E-92 0.60849577E-93
  72   52 -.49452561E-95 -.28045941E-94
  72   53 -.60140133E-96 0.52615798E-97
  72   54 0.00000000E+00 0.63100758E-98
  72   55 0.42719299-100 0.37374544-101
  72   56 0.25029667-103 -.14195030-102
  72   57 0.82413516-105 0.22082635-105
  72   58 0.65722234-107 -.18057035-106
  72   59 -.16782863-108 -.78259777-109
  72   60 -.58143998-111 0.10070836-110
  72   61 0.32763161-113 0.22941012-113
  72   62 -.72702777-116 0.86643795-116
  72   63 0.21904257-117 0.21904257-117
  72   64 0.21738192-119 -.18240509-119
  72   65 -.96415412-122 -.13769548-121
  72   66 -.50618809-124 0.29224783-124
  72   67 -.26589424-127 -.57021204-127
  72   68 -.26395413-128 0.96071447-129
  72   69 0.64864074-131 0.24207602-130
  72   70 0.13988714-132 -.24665877-133
  72   71 -.43220363-136 -.49401101-135
  72   72 0.00000000E+00 0.00000000E+00
